cycle,SOH,capacity_fade_window,IR,Tavg,dQ_log_var,dQ_min,dQ_mean
131,0.9985522033165434,0.0005829145709755845,0.015395484,32.679606461196606,-5.085398819272755,-0.01104644548994202,-0.00333731729455631
136,0.9984043136429913,0.00047382949410551886,0.015399529,32.608068934462864,-5.203009524916462,-0.008975320215313887,-0.0028529315618665415
141,0.9984505409107091,0.0001016624058343639,0.015342306,32.98925955442271,-5.500136625232626,-8.808070793975276e-05,0.0009882877176997243
146,0.9983998036656532,4.509977338224513e-06,0.015336365,33.08364219264416,-4.972564561947544,4.121107833991025e-05,0.0023938324692802794
151,0.9981078765908592,0.00034266431984984367,0.01536195,32.966865517831835,-6.109013507505841,-0.002923195441107418,-0.0012802948878447755
156,0.9978299492373863,0.0005698544282668413,0.015399603,32.76208487425723,-5.147942764254271,-0.010586533456858033,-0.0032879884845479507
161,0.9965431023701903,0.0015647742206689058,0.015431926,32.6548059820893,-5.380094805094909,-0.008502623895048994,-0.0026556224611829177
166,0.9975677128467362,0.00026223639065008086,0.015411451,32.800640008410674,-6.489175691920247,-0.0017583791474831134,-0.0008771478474729104
171,0.9975216734947411,-0.0009785711245507659,0.015347941,33.07233028530808,-5.239219744277079,-0.0002174208930454391,0.0013570092768510652
176,0.9974616344214249,0.0001060784253113189,0.015347245,33.12598064916712,-5.328075704815187,6.3122898267709e-05,0.0014091090840856637
181,0.9973103622648692,0.00021131122987183806,0.015352059,33.128249099984835,-6.477356363766916,-0.0016806762701651046,-0.0008217688206960492
186,0.996818304945688,0.0006433294757368326,0.01534717,33.09997184151848,-5.957029697806363,-0.0033368642365336765,-0.0014764010451864512
191,0.9955814436606585,0.001728918604210778,0.015406313,32.73444743351444,-5.0502727131332925,-0.01170192858044937,-0.003158082559249239
196,0.9964912376307998,0.00032706731488828396,0.015426552,32.830868680117405,-5.139777027115348,-0.011708801889142334,-0.0031465099505511374
201,0.9966224967629167,-0.0010410531022582742,0.015345818,33.16278264470405,-5.317256269975553,-7.539903191333686e-05,0.001364730159863292
206,0.9965577597965398,-6.652216574001118e-05,0.01531362,33.33222705372855,-4.980813462545286,0.00018953717007568163,0.0024948435592127465
211,0.9962646112695502,0.00035788549336653394,0.015321654,33.30874601278383,-6.301741832493124,-0.0009194414370861104,-0.0002895871928745973
216,0.9962403701413567,0.000317389655183157,0.015300281,33.42414071552122,-6.6523010563469684,-0.001320014995595531,-0.0006516734392144447
221,0.9962031628283158,6.14484412343782e-05,0.015301429,33.47026288699343,-6.546652412573683,-0.000710629664115725,-0.00012455844211227844
226,0.9959545503275417,0.00028581981381495947,0.015319622,33.39329638768179,-5.968625929352852,-0.0041437732079836476,-0.001365293693384415
231,0.9956812269092683,0.0005219359190475539,0.015315814,33.410049940962914,-6.218234566639516,-0.003282162631705804,-0.0011488389324861845
236,0.9956136712070549,0.000340879120486766,0.015300803,33.45310089573283,-6.19395677881827,-0.0009378935299275692,-0.0002450287355567704
241,0.9953239051630689,0.0003573217461993341,0.01532062,33.37018316194717,-6.176602854455254,-0.0027311179197935243,-0.0013627752096288799
246,0.995052085070575,0.0005615861364799225,0.01529684,33.480972185252696,-6.4281415080687605,-0.0016662585090818638,-0.0008534934658260871
251,0.9949621673973926,0.0003617377656762891,0.015303464,33.51520239233208,-6.607783194329342,-0.000871579184220761,-0.00011306275930058376
256,0.9945309008144174,0.0005211842561576065,0.015306505,33.484772068331694,-5.985289715978895,-0.003840105791816456,-0.0014985680499663432
261,0.99461001333356,0.00035215406383264027,0.015298648,33.51495776128735,-6.493097043278298,-0.0022744315367429213,-0.0011334965576710882
266,0.9943594277177005,0.00017147309671693042,0.015292301,33.5643832275622,-6.596578134054588,-0.001468420530066683,-0.00012581916764931584
271,0.9940420380625175,0.0005679752710424942,0.015319024,33.47424418765456,-6.000947378943856,-0.003681436493990331,-0.0013311770062192742
276,0.9937773587674756,0.0005820689502247849,0.015297987,33.562218047195614,-6.704511905705838,-0.0014155172247358738,-0.0008396751988717686
281,0.9937689965178277,0.00027304154468981616,0.015322229,33.527929996554064,-6.246676721408776,-0.0006358263941221853,-1.625166416884316e-05
286,0.9935753493658643,0.00020200940161137185,0.015344402,33.39298513563844,-5.500548562198774,-0.0064772499785474835,-0.0020624138034967794
291,0.9921610956388613,0.0016079008789663687,0.015353263,33.440659595199406,-5.947407038149538,-0.004059949828004436,-0.0016554581163912409
296,0.993066661505248,0.0005086878606162717,0.015317678,33.49215633990044,-6.480345099778764,-0.0007583891635392082,-0.00022074838600249925
301,0.991793720401512,0.00036737523734933054,0.015298449,33.63502668732363,-6.30422876689955,-0.000285618993196346,0.0002649256995278091
306,0.9927443860412818,0.0003222754639662509,0.015326812,33.47660183779499,-6.325466867398816,-0.002573741104145294,-0.0013714264017492665
311,0.9925771410483196,-0.0007834206468076873,0.015325887,33.49313015420563,-5.730562070549781,-0.0056376934224832975,-0.0018735644177913277
316,0.992311522174666,0.0004328638666157943,0.015331419,33.46543603922051,-6.786863241986171,-0.0009889460684147089,-0.000423540702331534
321,0.9921659814476445,0.00041115960067526286,0.015348729,33.41752150051711,-6.4105962127810825,-0.002051289381305499,-0.0010071387490087663
326,0.9919899983735895,0.00032152380107651203,0.015336161,33.45856749309942,-6.739188676223093,-0.0011965759973054935,-0.000591051401915494
331,0.9918298002202184,0.00033618122742600247,0.015331239,33.56689108523214,-6.332513836187654,-0.0006607409572414458,0.00015770412228034353
336,0.9916952525629589,0.00029474581063055624,0.015317867,33.50491937001318,-6.488326550280113,-0.002245467439417337,-0.001039507246941
341,0.9914491769244378,0.0003806232957806128,0.015357038,33.42721746546105,-5.732782882218432,-0.005520569937596337,-0.0019746278208832386
346,0.9912379596524272,0.0004572929105316813,0.015353956,33.39822948743702,-5.904788699022047,-0.004249679827511343,-0.0014155441690132844
351,0.9909698039165207,0.00047937300791708214,0.015372502,33.34665290046204,-6.107636072638368,-0.003408520020017791,-0.0013354018995406737
356,0.9896947957398378,0.0015431639125894352,0.015365016,33.37268088111661,-6.650858383928462,-0.0017365129193281925,-0.0010351494982975622
361,0.9907065339893971,0.0002632699271236283,0.015314204,33.72571532810063,-5.2784007702049935,-8.20205748508972e-05,0.0015978320581470436
366,0.9904593308565414,-0.0007645351167035723,0.015308641,33.69822443450276,-5.581742650581554,3.665934882524091e-05,0.0012146150692823132
371,0.9902745157435321,0.00043201824586499454,0.015302833,33.752839817056866,-6.724058897962557,-0.0012458652229353495,-0.00066159189770775
376,0.9901792424722605,0.00028008838428085714,0.015291022,33.80497447986116,-6.565711198372256,-0.0006977658185536306,-0.0002281574550618711
381,0.9899960246428919,0.0002784911006401099,0.015305798,33.77945284953996,-6.363457187152217,-0.002344394974244768,-0.0008216023648612297
386,0.9898318802593499,0.0003473622129106072,0.015301946,33.813581347394695,-6.5875798243285875,-0.002727245616080509,-0.0007201367102239182
391,0.9895931333340034,0.0004028913088885527,0.01529339,33.887052426562406,-6.446752447439971,-0.0006415744298925441,-0.00013715458278067575
396,0.989208657765913,0.0006232224934368398,0.015295547,33.803088546297616,-6.099699399380939,-0.0030693086841170336,-0.001429565749227879
401,0.9891346189712761,0.0004585143627273504,0.015302117,33.774248441528385,-5.766364323886985,-0.0050403916847032715,-0.0018491250316760492
406,0.9889421932715083,0.0002664644944047055,0.015297418,33.78977072449938,-6.5774195888154905,-0.0019624682681369243,-0.0007062876858644092
411,0.9876117499567088,0.0015228690145673205,0.015287531,33.88252136993261,-7.011521109049493,-0.0013223708393279576,-0.0005479792297102404
416,0.9884800145521936,0.0004621787193147752,0.015298617,33.88331291209926,-7.151204093316134,-0.0006908792783417717,-0.00033376025714162045
421,0.9883381381817594,-0.0007263882250506813,0.015276617,33.93454145309056,-6.635410046331088,-0.0002769312965189563,0.0001874279999225774
426,0.9881665711271814,0.00031344342501213226,0.015277449,33.9595508428711,-6.479689868345188,-0.0005605247570390492,-7.37698190536945e-05
431,0.9878028602464195,0.000535277935339897,0.015311281,33.88704223695204,-6.377524160839386,-0.0029743464517796303,-0.001237539876658646
436,0.9875164766854372,0.0006500944417442737,0.015309598,33.89314210433743,-6.0245458097387905,-0.0036049804991539203,-0.0013637660476604376
441,0.9871117062193245,0.0006911540270950591,0.015346,33.65584131672624,-5.422574816483463,-0.007829392114477945,-0.002485384182996193
446,0.9867999540358141,0.0007165226496230154,0.015359756,33.66398188201255,-5.508640238116143,-0.007620747093513541,-0.002224667135828447
451,0.986861966224216,0.00024973999510853747,0.015307018,33.95015643686785,-5.484334101739621,0.00012911753557102605,0.00158931663798037
456,0.9867791893484859,2.0764687328253564e-05,0.015294757,34.07922317389936,-5.143097065054581,-0.0001111970000982156,0.002303700979389922
461,0.9853139165028432,0.0015480497213727377,0.015297879,34.038776091159484,-6.4242797548657515,-0.0008084268745869316,-2.6837931289560135e-05
466,0.9851339871986172,0.0016452021498686686,0.015300864,33.97925057030721,-5.987979808851908,-0.0038691505238399038,-0.0015263746831575436
471,0.9859498233075441,-0.0006359068047009222,0.015315012,33.93702189183664,-5.860867359619067,-0.004732815582463329,-0.0018167688437007374
476,0.9857175594746215,-0.0005835722760042625,0.015343837,33.8106802518808,-5.625769911890015,-0.0060407534288606235,-0.0019181373144517297
481,0.9854938458070693,0.0004559775004747426,0.01532519,33.884128159207066,-6.2732469052945685,-0.0023693748034958606,-0.0011166993575304066
486,0.9852101870240624,0.0005073724505591244,0.01531665,33.85686892321426,-6.7268126137123145,-0.0012413123945836935,-0.0006465906527256936
491,0.9849070789637838,0.0005867668432855483,0.015338621,33.77631486218317,-5.698111642871616,-0.00491375443665798,-0.0018363583120442025
496,0.9846453123624397,0.0005648746616226865,0.015359299,33.64281219068508,-5.435613518543319,-0.007843436932821135,-0.0025685063651289517
501,0.9843414526392716,0.0005656263245122167,0.015381971,33.47408877575588,-5.316327188536163,-0.009356356207863153,-0.0028765852570519527
506,0.9838805893300138,0.0007647230324259027,0.015436675,33.18610041303186,-4.923066777594012,-0.014415086978667307,-0.004108462785281609
511,0.9836110242261888,0.000730428413082767,0.015424082,33.30284757614283,-5.57787928843024,-0.007537739909769914,-0.0019758579639193407
516,0.9834724363808973,0.00040815294911651607,0.015349715,33.70610668593551,-5.030653839493215,8.643161154358044e-05,0.002890522785011572
521,0.983342774532421,0.0002682496937677831,0.015341846,33.77350350900394,-5.123127257144032,-5.6151514383259726e-05,0.0023861864180214254
526,0.9829696678655376,0.0005027685153596303,0.015371772,33.701384287124604,-6.259276337457746,-0.003086996037718226,-0.0013132850956403892
531,0.9815408506700465,0.0018019238623746302,0.015388687,33.56373833038924,-5.515158964452159,-0.007173701008045014,-0.0022269960376639798
536,0.9823599753041157,0.0006096925614219576,0.015419402,33.4677835873568,-5.659058820258656,-0.005318572718405745,-0.0021612578741704667
541,0.9820837391921445,-0.0005428885220981379,0.015410801,33.52912086207803,-6.221355483646224,-0.0028450559721894253,-0.0013117967281186963
546,0.981759584570954,0.0006003907331617,0.0153962,33.58253062074358,-6.613559126872314,-0.0003978628255165706,8.173623538632727e-05
551,0.9805276090947075,0.0015561300974371176,0.015355499,33.80090328423882,-5.53106541553527,2.609797067289088e-05,0.0014213798303844528
556,0.981272788892001,0.00048679567895299256,0.015335466,33.87410754255904,-5.341550916768735,-0.00048743174671859145,0.00163847263460609
561,0.9799381174734467,0.0005894916212606953,0.015320625,34.01349352534231,-5.835098652962513,-0.0004408833408824364,0.00043883866847066444
566,0.9810409948483843,0.00023179404361670032,0.015308944,34.050943941362355,-7.445676260796431,-0.00020702941593597757,6.87637901177532e-05
571,0.9806107618018823,-0.0006726443284356049,0.015333061,33.93454255233716,-5.786728277018459,-0.0060156813352778005,-0.0013702304308425704
576,0.9804151415348336,0.0006258533135507172,0.015303862,34.04219842590611,-6.775319940144713,-0.002669271609043733,-0.0008615102148715014
581,0.9801146642946691,0.0004960975072132502,0.015304209,34.15130669172564,-5.7263182837109525,-1.7563043556119575e-05,0.0010008586121401306
586,0.9798518641568517,0.0005632773779819393,0.01530722,34.32348182015599,-6.1832964941902135,-0.0003384439281086671,0.0003318361141454094
591,0.9794859922452818,0.0006286720493873421,0.015331943,34.103381763654106,-6.833349727559037,-0.0009694960422269583,-0.0005018941057489072
596,0.9792411380589563,0.0006107260978952964,0.015320747,34.08714044081362,-6.5087932232969505,-0.0026082745837111565,-0.0009979372126714672
601,0.978921869246549,0.000564122998732739,0.015333727,34.0880918909851,-6.500218292249386,-0.00193927030737584,-0.0010089938677591385
606,0.978685941057039,0.0005551970019173508,0.015304836,34.1492603466511,-6.61134615282117,-0.001253487208288162,-0.0005727185882947489
611,0.9784043493469786,0.0005175198995703903,0.015300062,34.20223098350997,-6.891240631683399,-0.0015554318246229215,-0.0005989844128144714
616,0.9780655372994388,0.0006204037576002147,0.015289466,34.27494701153944,-7.6273751566872345,-0.0008911148521557055,-0.00038693237532867264
621,0.9777751135504241,0.000629235796554542,0.015295924,34.146383911320584,-6.452486902281325,-0.003054143668892312,-0.0009107882885535145
626,0.9774513347606784,0.0006142025387603907,0.015312722,34.12328312203304,-6.119379126472087,-0.00370258395267975,-0.0013416619531268074
631,0.975864386484763,0.001910727065661096,0.015333318,34.11198718014442,-6.875672105279318,-0.0012585796450055309,-0.000832693893105441
636,0.9767760596121287,0.0006752751485496909,0.015317764,34.15392998872608,-6.607623130354071,-0.0008532326309915739,-0.0003694605793854835
641,0.9766110696078358,-0.000746683123072796,0.015298594,34.282848836073875,-6.461433446439889,-0.00033092094406339534,0.00022460634424913416
646,0.9761951181562385,0.0005809414558901765,0.015330086,34.10984574518454,-6.083132461516661,-0.004007835529112602,-0.001330901312194432
651,0.9756954502502989,0.0009156193575369099,0.01531495,34.108915383455304,-6.10981790701788,-0.004088008242066565,-0.0014099387916886852
656,0.9754251334835844,0.0007699846726540746,0.015370336,33.958850267928234,-5.67023642435618,-0.005521453566473183,-0.0019495436416403194
661,0.9750160409558558,0.000679409294443046,0.015358649,33.95331585619287,-5.396524695604078,-0.008168211935444925,-0.0028383448512176957
666,0.9745869354036886,0.000838198079895894,0.015378453,33.89940068510378,-6.073184672116275,-0.003821292909893248,-0.001413667693374372
671,0.97417088999423,0.0008451509616258741,0.015366008,33.92499327416619,-6.5677402134245915,-0.0025735145799693493,-0.0007628625062761519
676,0.9737909244034778,0.0007960110002107088,0.015386164,33.886693715964846,-6.859571536493645,-0.0009170388636516869,-0.0005105101411784371
681,0.973335322734448,0.0008355672597820166,0.015371331,33.92382600211622,-6.4533569702772615,-0.0010415345322264402,-0.0005297444372581852
686,0.9730314630112799,0.0007594613921979393,0.015360656,34.00969041215174,-6.664498587120682,-0.001038378535337059,-0.0004904188537758656
691,0.9725577274750357,0.0007775952594123155,0.015365188,33.982659526625106,-6.319598426931229,-0.002943539814184687,-0.001099446919990161
696,0.971037771154166,0.001993691857113884,0.015380143,33.895024773181554,-5.9016653412371625,-0.004638532546685337,-0.0017188452750572748
701,0.9716232225873946,0.000934504887641025,0.015398492,33.808403957421866,-5.640515842499958,-0.006488800497456787,-0.002337626613581176
706,0.9712878869807194,-0.0002501158265534069,0.015375631,33.88897477232754,-6.676759410165669,-0.0022684600436780056,-0.0008877164846173525
711,0.969722361097161,0.0019008614902336386,0.01536291,33.88975857016423,-5.889576583348254,-0.0002538625448451626,0.0006590250425024025
716,0.9704825741522487,0.0008053128284707578,0.015327528,34.14932215220499,-5.544729476139387,-3.537412726895006e-05,0.0011443381820415597
721,0.9701223397123516,-0.0003999786151906581,0.015318136,34.149848221816306,-5.874513164770297,-0.0005006394042839091,0.0005712707874518742
726,0.9695814243053389,0.0009011498469097499,0.015333081,34.15460728876893,-6.799094782312921,-0.002367404393511907,-0.0008128709423686058
731,0.9691712042832757,0.0009511354290759234,0.015339755,34.094867079439204,-6.20056277778715,-0.002707460180508714,-0.0010595906435996972
736,0.9687258440211184,0.0008555802842205313,0.015341622,34.13169957548578,-6.664585078639297,-0.0014653981315675413,-0.0008857551428755748
741,0.9682105791102172,0.0009606251730585114,0.015321237,34.22867124232286,-6.1729424736490905,-0.0008003826761762145,-6.662871738856477e-05
746,0.967826667289294,0.0008991767318243418,0.015330403,34.20924276821693,-6.556621787599533,-0.0026624406049735594,-0.0006025532191899855
751,0.9673518982165764,0.0008586808936407562,0.015358796,34.07813538269276,-5.580499051410588,-0.006808818949127909,-0.002533158774998263
756,0.9666623414731219,0.0011643258161721085,0.01538814,33.98449345447307,-5.4232725842230725,-0.008386030052292132,-0.002710989085945732
761,0.9662126591493487,0.0011392390672277522,0.015386801,33.91533701515884,-5.5850282529198525,-0.006586551140884939,-0.0021077627724666054
766,0.9656436503418326,0.0010186911312892735,0.015408858,33.81227216271485,-5.788231684910662,-0.0048870464125091995,-0.002062294237434311
771,0.9651118488473579,0.0011008103019908443,0.015393996,33.916680409092905,-6.41442988199878,-0.0029493812302678057,-0.0012965626737360266
776,0.9643994603436282,0.001244189998204463,0.015393118,33.94090119476846,-6.527600989935331,-0.0010164967666500546,-0.0003848665350450393
781,0.9640643126526756,0.001047536194682324,0.015364561,34.12764956152198,-5.468876730025158,-2.142856864595366e-05,0.0013344222090023185
786,0.9633949568493825,0.0010045034942457133,0.015376965,33.90546106905691,-6.53819838003634,-0.0023874137990800293,-0.0008540955615875792
791,0.9628896514717701,0.0011746611809054963,0.015399629,33.781539315761776,-5.27278033679776,-0.009126228975617157,-0.003315854916074149
796,0.9621277471751803,0.0012672096742021416,0.015421236,33.60697711511671,-5.385884598568027,-0.008422034955297086,-0.003047405397362331
801,0.9613750507489899,0.0015146007227801932,0.0154642,33.47328613277762,-5.269023202738519,-0.00944276065584132,-0.0033644622026548915
806,0.9607376406185094,0.001390106556670898,0.015447297,33.51506772668138,-5.814567124225181,-0.005726606365259818,-0.0020016365951791024
811,0.9600739222868893,0.0013011284621006166,0.015455591,33.46773041959945,-6.007914142429695,-0.0037834944659105307,-0.0017207933616494486
816,0.9592950116174198,0.0014426290010896795,0.015474985,33.303121896901686,-5.612446973539555,-0.006333458483798571,-0.0025716036764026635
821,0.9587351167224416,0.0013388055644475772,0.015462115,33.426082018582484,-6.128785940078242,-0.0027813841813671414,-0.0015471838352870257
826,0.9579864604842833,0.001308551133136527,0.015457327,33.5061428770371,-6.347669448030415,-0.001446152391450184,-0.0007025467121713213
831,0.9572311332379787,0.0015039834844629968,0.015476597,33.444650518637154,-6.25356717933502,-0.0020127603569388697,-0.0013386823522729618
836,0.9563570432550986,0.0016294172291845697,0.015470024,33.38922657682695,-5.786478838180036,-0.004650066394051383,-0.0019673397858186595
841,0.9555517304266279,0.0016794028113507433,0.01548353,33.38140513341546,-5.868623043984216,-0.004452410681908353,-0.002058572829161159
846,0.9548444156474039,0.001512627607694785,0.015489704,33.33386824333325,-6.000127397413855,-0.0033605119557104657,-0.0020302745455833657
851,0.9538019531772274,0.0017497772494005097,0.015507236,33.26368278195451,-5.6842665124506695,-0.005037423157305432,-0.0025155318428993203
856,0.9529358496125505,0.0019085660348533576,0.01550511,33.3031692706962,-5.660799198380598,-0.004788319492210147,-0.0025791533629500856
861,0.9518398311614817,0.0019621220157456866,0.015522055,33.22690309584846,-5.696361652866905,-0.005005975196338441,-0.002763584258138847
866,0.9507555574430645,0.0021802921694860267,0.015532865,33.2113688920504,-5.7002907584203655,-0.00433112688141174,-0.0024548587442437507
871,0.9498137238422488,0.002026107319232881,0.015537026,33.211809702952145,-5.894315607531824,-0.0028174694757081564,-0.0018906198148262794
876,0.9486568206971129,0.0020987367459516554,0.015527261,33.19802574693364,-5.970697314495256,-0.0029338838094438713,-0.002116599010303004
881,0.9475527218699794,0.002261001972269389,0.015518978,33.41251713891729,-6.084199695219751,-0.0022470201041118187,-0.0013122847676849325
886,0.9462736735052643,0.0023831471918486155,0.015543863,33.253599141485466,-5.814689784326791,-0.0029697377208015574,-0.002038510312994204
891,0.9449679411079641,0.0025847807620153263,0.015550913,33.269026147596584,-5.523314237275446,-0.00524368046103052,-0.0032044926940935927
896,0.9435284127162945,0.002745260788969774,0.015559255,33.275243498748516,-5.620240205131068,-0.004418458329848329,-0.0031063788202842697
901,0.9419932352219081,0.0029747058860559884,0.01557476,33.22059056279424,-5.523083931261361,-0.005191173543039107,-0.0035049719834275555
906,0.9402961683326492,0.0032322443836453056,0.015593858,33.19582495736177,-5.523883026953256,-0.004612329417813865,-0.0031994101805363257
911,0.9384695805317056,0.003523654690202567,0.015611706,33.08852526086311,-5.383984395750403,-0.00571164365251009,-0.003766893205114763
916,0.9365432376695104,0.0037529306631386844,0.015631154,32.97478900809135,-5.250128202325961,-0.00735411167155664,-0.004582944966974385
921,0.9343895731578926,0.004080007373812929,0.015648743,33.17863068602348,-5.368787891104096,-0.005398782714250316,-0.003784155240302808
926,0.932165684540803,0.004377553128707459,0.015647732,33.18151159685516,-5.319295127669169,-0.005367080298479099,-0.0038799200724867174
931,0.9295995074353083,0.004790065722584336,0.015661485,33.22793078398982,-5.189556385978241,-0.006509316394665454,-0.004776108129128621
936,0.9268063469286912,0.005359337612111744,0.015673529,33.24424301002928,-5.131404068792978,-0.00716866038040076,-0.005030284795052403
941,0.9236798521178431,0.005919655317465258,0.01569752,33.216499536830405,-5.004639352495696,-0.008356646057974038,-0.005993231642452806
946,0.9204618423501717,0.00634450457851954,0.015683809,33.28528278092659,-4.957601320231318,-0.00867903905977585,-0.006203482931920672
951,0.9169438909021449,0.006735961215698186,0.015711118,33.2667993221767,-4.915477722793241,-0.008833420973629713,-0.00646053122949756
956,0.9134185449704404,0.007043297379731347,0.015739072,33.275198953059196,-4.84741547428573,-0.009656290572600867,-0.007209633934152043
961,0.9098207857150977,0.007123105187047106,0.01577615,33.29570309483282,-4.84065936210806,-0.009601594639761624,-0.007158572482462323
966,0.9062518621273619,0.007166682843078475,0.015815124,33.311408032793054,-4.877252213140436,-0.00947315835924778,-0.006691392841011748
971,0.9026019656548313,0.007218820060266427,0.015833417,33.331787970773995,-4.850109927133439,-0.010154139721629596,-0.007049143610269262
976,0.8989330802985492,0.007318781828812709,0.015853353,33.36069588803913,-4.818387806444574,-0.009882328795098205,-0.007358490328096255
981,0.8953086558021939,0.007293309852637419,0.015890535,33.38414705883686,-4.883596823172654,-0.009124002311175827,-0.00658423579447782
986,0.8917287109573376,0.0072043693412116045,0.015919913,33.44366560889086,-4.908375804731202,-0.009373081179707476,-0.006444409294275381
991,0.888142705830433,0.007165949971760969,0.015960971,33.41149989127137,-4.8562355282403,-0.010641986740167253,-0.007075998519493462
996,0.884660261058159,0.00706844989917857,0.016003886,33.450510786104076,-4.826232148772174,-0.009799631305233314,-0.007287616017724659
1001,0.8808943736059589,0.007248332224474011,0.016031135,33.495322146110894,-4.827008797487356,-0.009817139859376156,-0.0072119239323594824
1006,0.8773913708536513,0.007268890204507702,0.016080597,33.47651046511888,-4.830839418031232,-0.00985648954239704,-0.007302581514842126
1011,0.8738494507552286,0.007044922850730391,0.016107626,33.5911371882814,-4.914665429044849,-0.009171991724500117,-0.006483914367088318
1016,0.8703194539093939,0.007071916944257392,0.016136773,33.64202417127972,-4.945479736529526,-0.0085728108631693,-0.005959868686844689
1021,0.8668182927311661,0.00703115802406244,0.016180174,33.69052597616085,-4.865186347119558,-0.009610260905676293,-0.006798824753730897
1026,0.8632177899062761,0.007101664003117837,0.016263163,33.69047290621477,-4.866420098656495,-0.009502352053897711,-0.006897359661599589
1031,0.8594832655881494,0.007335027143016674,0.016341811,33.663266728717964,-4.847844936230193,-0.010009887941874518,-0.006900322597213887
1036,0.855991349863465,0.007226440042811045,0.01638465,33.75612409688326,-4.814485912638934,-0.009963588501650578,-0.007390994114565138
1041,0.8524058615047971,0.007077404083352256,0.016451484,33.778888638839746,-4.890754619283362,-0.009046407847827065,-0.006757899429416264
1046,0.8487053875155746,0.007285962347890441,0.01654076,33.79368175406941,-4.834182395600819,-0.009712011367334794,-0.006804849475427312
1051,0.845025866129403,0.007379995375394122,0.016690232,33.74231864382494,-4.79599328301373,-0.01068753745640627,-0.0073900756079030416
1056,0.8413666114538954,0.0073387760616792,0.016817484,33.77982352731677,-4.919937751818703,-0.009615433759538078,-0.006722541611099601
1061,0.837765770380705,0.007260095748698049,0.016996974,33.77177836084479,-4.835662792930778,-0.010357135900716241,-0.007226797443085594
1066,0.8343262173720757,0.007040394081819725,0.017219687,33.76024841405534,-4.808675994223073,-0.010187989194197389,-0.007205532830487082
1071,0.8309013969560847,0.006864373424620313,0.017545769,33.74470480862518,-4.937037042059042,-0.008845940434300203,-0.006288525542727284
